,UCL,,,,,,,,,,UNF,,,,,,,,,,Vanderbilt,,,,,,,,,,Zurich,,,,,,,,,,MEAN,STD,,,Average per center (dice),,,
rvd_class0,0.029564638378346,0.05045083592617,-0.018731010323771,0.041540549358781,-0.024929460274235,0.058267594532135,-0.022355949461015,-0.014679258389776,0.028757003848605,0.034872917363592,-0.063217442953514,-0.130855668086603,-0.127537202765374,0.092307538076369,-0.149444304029875,-0.003350152518272,-0.111382618674001,0.029196632802845,0.07406814862331,-0.021555215300742,-0.00521994166194,-0.000265184108744,-0.01379721256666,-0.030476388379771,0.022280184544126,0.020510121354698,0.025532836074883,0.019258115355027,0.032600820553421,-0.006300618700727,0.174094052588766,-0.027301182537393,0.004949528336961,-0.070491526764753,0.012681122990549,-0.022115557923865,-0.008471902551338,0.040174676280846,0.000522314993423,-0.031291189915831,,,,,,,,
specificity_class0,9.38011172939568E-05,0.000120604930573,-4.35485074835595E-05,5.69508675551944E-05,-2.00992668883959E-05,9.04570934852078E-05,-7.70484529893922E-05,-2.67994368456925E-05,8.37473867939531E-05,8.37564746052344E-05,1.98946307039538E-06,-1.07269778238939E-05,-7.94772593581961E-06,2.10718200840398E-05,-1.14687126007151E-06,-9.51069623944534E-07,-4.54916563641383E-06,1.06607581523699E-05,1.71489895643973E-05,-6.5990186615128E-07,1.04714467130673E-06,1.10283651821863E-06,-2.19235957521491E-06,-4.77034175794255E-06,-2.59678942637898E-06,7.72955767036621E-06,1.46204438484787E-05,6.68921816782131E-06,1.31575561951314E-05,-1.46745388884817E-06,2.30205945863648E-05,-8.144510889041E-06,-2.28293837611915E-07,-1.77031275619965E-05,-4.54661603699336E-06,-4.37795307395295E-06,-1.05729753158146E-05,-4.63585227938879E-06,-3.3174929703339E-06,-4.36763195199585E-06,,,,,,,,
vol_gt_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
vol_pred_class0,-5.49999994039536,-9.62499922513962,3.49999982118607,-7.87500002384184,4.74999997615814,-11.1249988436699,4.24999969005586,2.7500002503395,-5.375,-6.62499996423722,71.6826958839708,145.240392409838,159.807701312579,-114.08654657694,196.442321419716,4.47115229643305,122.163467214658,-40.6730817372982,-93.3173151383035,26.9711567897062,5.03978845477104,-1.19733094573019,13.3294587239623,29.9346840247512,-23.621722535789,-21.2360909312964,-25.5450967654585,-20.6034154489636,-34.0830635249615,5.36301009654994,-94.1015616364776,14.5624999441206,-2.72656256929042,38.8984373934567,-6.68750008344637,12.0390624515712,5.25781245306132,-20.5312488049269,0.171874947845936,16.4765623539686,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condensed of metrics differences for pvalue computation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,,,,,,,,
Hard-Dice-Sig-Dice,0.01532787945451,0.003276571235514,0.002683440484474,-0.00433522794922,0.015706107182263,-0.000733415397116,0.002002878885019,0.007513942644416,0.013068716182643,0.010726627972712,0.045968158515623,0.060003146735058,0.094912604993157,0.017069691616154,0.036099636495814,0.078929725062499,0.142147399138673,0.020056847848693,0.120495640906506,0.052683542532865,0.01827184093138,0.023166598252506,0.024379778361979,0.027337338211852,0.009275309321618,0.014878294686046,0.031773899790408,0.037792965423002,0.01329559421639,0.017533646949634,-0.023006371974191,-0.012756408484692,-0.000224033861564,-0.00971117796399,-0.036090958539821,-0.014785900304725,-0.041586046239097,-0.007742662069353,-0.000776961008793,-0.013680396888804,,,,,,,,
Hard-Dice-Sig-Precision,0.019520273323301,0.027734332323735,0.016782673532005,0.030413696052181,0.021451017309286,0.03727029573634,0.003074217243476,0.006918419261861,0.02293139502577,0.03388991534799,-0.000373660839421,-0.001270016014876,0.027721975161857,0.054304819353782,-0.009174000144825,0.00907687577658,0.041423931065649,0.044669676452729,0.035937346051122,0.028423964697736,0.017868713295273,0.055358100927459,0.036796899899886,0.018483387810486,0.020000948637377,0.032387925105807,0.050160963777907,0.049447376837911,0.029579525291016,0.01111091962176,0.001069586316166,-0.025798148718399,0.003899202512435,-0.014288016100923,-0.037328624227189,-0.023176165790357,-0.051252019335188,0.003574652499155,-0.002124142861216,-0.02969291684933,,,,,,,,
Hard-Dice-Sig-Recall,0.011841463498565,-0.015083914523822,-0.011281005822227,-0.03245001676411,0.009321456788293,-0.03106498411222,0.000205217366237,0.008349806241209,0.004844666450891,-0.009194619435322,0.06429797768385,0.085418820786142,0.101774107816686,-0.027361801892508,0.063056833246197,0.094410420362438,0.156576544300959,-0.007902794609852,0.118254370483031,0.0417785917034,0.018711179117426,-0.011052551711864,0.010440891081646,0.034998899689067,-0.001876057106593,-0.00230997590766,0.013005098224451,0.025653876976852,-0.003175059527697,0.024192121952178,-0.060080619699788,0.014018375893197,-0.005579734593778,-0.000221805492231,-0.03172546379798,0.001606092440556,-0.018942283790317,-0.024112200801967,0.002384627219058,0.014034851507704,,,,,,,,
Hard-Dice-Sig-AVD,-0.00031296977186,0.039947388433538,0.009828577989708,0.054010024020177,-0.004065032196033,0.06167675215032,0.006448890996513,-0.004773546571693,0.005373859819285,0.022089209766177,-0.065130476797671,-0.086503834689213,-0.100978086365838,0.024581942361154,-0.063165656786102,-0.086064748674833,-0.142445810467772,0.005120475087222,-0.095820676526309,-0.028528020220396,-0.003274619904553,-0.0334309001645,-0.0288800239324,-0.009525741831192,-0.005168254286828,0.001988799917921,-0.004176957096833,-0.006550213356359,-0.003636538863781,0.000492686071572,-0.077261161066402,0.080049901067825,-0.005138734751609,0.028949888047084,0.026843184265821,0.04957549009171,0.079515629886345,-0.023277133380804,0.011208158487795,0.078220482032377,,,,,,,,
Hard-Dice-Sig-RVD,0.005401315942426,0.039947388433538,0.028401266562397,0.065112255122409,0.011283583152582,0.068057038530607,0.001494116041738,-0.004773546571693,0.016772461217887,0.043791201468169,-0.066989020938094,-0.091046942588026,-0.082677552209222,0.086431302695502,-0.07337415250585,-0.092053390905086,-0.135401761149692,0.057054197537023,-0.088763513505843,-0.017207636689884,-0.001505781146234,0.080470192423688,0.033258799618342,-0.019802382053046,0.024578677625872,0.039386283725112,0.042274561988685,0.028233316793412,0.038284481199663,-0.01576835562144,0.094923598280505,-0.075006099634324,0.01376628983523,-0.028976434370419,-0.024984941632426,-0.04737214525497,-0.078931610772992,0.043031088942406,-0.008526979831039,-0.07572512763896,,,,,,,,
Hard-Dice-Sig-MSE,-0.00044,-0.00015,-7.99999999999998E-05,0,-0.00045,-7.99999999999998E-05,-4.00000000000001E-05,-0.00018,-0.00039,-0.00038,-0.000361328125,-0.000487530048077,-0.000782001201923,-0.000181790865385,-0.000386117788462,-0.000616736778846,-0.001130558894231,-0.000261418269231,-0.000973557692308,-0.000414663461538,-0.000296415523607,-0.000483559588997,-0.000452762058803,-0.000423586475606,-0.000175053343481,-0.000287527590382,-0.000571226470324,-0.000657779771454,-0.000263908230529,-0.000267118181501,0.000172523791236,0.000328960242867,-2.79726449598098E-05,0.000207850392014,0.000617556736186,0.000311179941215,0.00080142631533,3.68953053619834E-05,2.43742310053899E-05,0.000329462700532,,,,,,,,
Soft-Dice-ReLU-Dice,0.00301080985338,-0.004527632580964,0.002323861604063,-0.013386288082346,0.011494181786724,-0.015011669274629,-0.003152769493303,0.003512091464348,0.00113055908478,-0.002957495333926,0.052099811488989,0.084541817369361,0.081471882516328,-0.015861938031165,0.115667702712569,0.000105345965641,0.081887300987384,0.004295956781663,-0.016056784748325,0.016039038860282,0.004550416539409,0.000678883593773,0.00453331637016,0.009579416649504,-0.017134200555895,0.000378583184692,0.008975982532856,-0.000486978067418,0.001901154153694,0.000332841797029,-0.015589272576806,-0.013568346469048,-0.003921377241564,-0.022926461816602,-0.02203723120801,-0.003009184681322,-0.03098150557704,-0.038683730561914,-0.011392420722232,0.000765489709096,,,,,,,,
Soft-Dice-ReLU-Precision,0.018225512352891,0.02431266465442,-0.00774328527654,0.009571092142862,-0.002579244931444,0.016388878002532,-0.013666973097602,-0.004262372873954,0.016711441967152,0.015472797013683,0.006577449916606,-0.014977268308198,-0.0070739180476,0.033061105310231,0.003795222869078,-0.00050436654744,0.000727570156767,0.018173224719476,0.024235937832389,0.001268981707608,0.002114160679845,0.000732143197788,-0.001908488837742,-0.004109261852934,-0.00711445367195,0.009845207577061,0.020662774695987,0.007675229871727,0.016041062357046,-0.001530950581042,0.02372931235401,-0.017012728220683,-0.001956347585499,-0.035169272194774,-0.016340109694446,-0.006890341184514,-0.02700775338936,-0.023681835163491,-0.009948978419503,-0.006285435780416,,,,,,,,
Soft-Dice-ReLU-Recall,-0.010796247188147,-0.02646823838966,0.009960858411581,-0.03014753360554,0.020887889381985,-0.040412376223435,0.006840412332742,0.009287513613416,-0.011850552890504,-0.018350537907209,0.06642570303517,0.111513144238401,0.113549641389338,-0.055345488499744,0.146712905188307,0.001573071811973,0.1033191167627,-0.010630329226311,-0.043638838806331,0.019942766297592,0.006724008627436,0.000918970742707,0.010704682362856,0.022366601150148,-0.026267309047859,-0.008496943419112,-0.002155350012245,-0.008458857596239,-0.012026760102981,0.003243400525359,-0.081559748610276,-0.005855318687126,-0.006208116207284,0.000629056697186,-0.030425708851665,0.005139670888586,-0.034063020248834,-0.058239723507723,-0.013191903584177,0.012928892976694,,,,,,,,
Soft-Dice-ReLU-AVD,0.01378231259602,0.042111067586402,-0.010373961966722,0.04011197793021,-0.023578108922883,0.052673188937729,-0.003355220460286,-0.014679258389776,0.008786973878575,0.014375576866251,-0.06820932785065,-0.122801976811436,-0.120722540917155,0.061636570288513,-0.137996778883179,-0.00314364761378,-0.106013491157223,0.01680111926027,0.066386480694699,-0.016805602497438,-0.005430897093275,0.005651186512102,-0.002430731412455,-0.007126438841365,0.009214591212702,0.007271011202406,0.008964025417537,0.00595934104602,0.004607245346476,0.013955954227255,-0.149768488217774,0.025442939903998,-0.002055979093531,0.065155715774575,-0.011061797267161,0.024371995407274,0.00993195033472,-0.023287723639339,0.000698815879951,0.032963608285887,,,,,,,,
Soft-Dice-ReLU-RVD,0.029564638378346,0.05045083592617,-0.018731010323771,0.041540549358781,-0.024929460274235,0.058267594532135,-0.022355949461015,-0.014679258389776,0.028757003848605,0.034872917363592,-0.063217442953514,-0.130855668086603,-0.127537202765374,0.092307538076369,-0.149444304029875,-0.003350152518272,-0.111382618674001,0.029196632802845,0.07406814862331,-0.021555215300742,-0.00521994166194,-0.000265184108744,-0.01379721256666,-0.030476388379771,0.022280184544126,0.020510121354698,0.025532836074883,0.019258115355027,0.032600820553421,-0.006300618700727,0.174094052588766,-0.027301182537393,0.004949528336961,-0.070491526764753,0.012681122990549,-0.022115557923865,-0.008471902551338,0.040174676280846,0.000522314993423,-0.031291189915831,,,,,,,,
Soft-Dice-ReLU-MSE,-0.00012,4.99999999999997E-05,-2E-05,0.00029,-0.00026,0.00035,0.00012,-5.99999999999997E-05,-6.99999999999993E-05,3.00000000000001E-05,-0.000424429086538,-0.000537109375,-0.000649038461538,0.000116436298077,-0.000975060096154,-5.25841346153905E-06,-0.000555138221154,-3.30528846153848E-05,8.33834134615389E-05,-9.99098557692307E-05,-6.71487925003986E-05,-1.73792936364E-05,-6.28405201191806E-05,-0.000124438538843,0.000249809887944,-3.03044221839125E-05,-0.00017468199438,-1.3984991579639E-05,-6.99928439393343E-05,-4.99803192760724E-08,-8.09168212646677E-05,0.000264890660477,4.60571173238017E-05,0.000484970993639,0.00033617288479,8.5359130094228E-05,0.000521018739914,0.000516786561458,0.000182866534802,3.47927023287829E-05,,,,,,,,
Soft-Adap-Sig-Dice,0.080009013229182,0.021748091600132,0.575478403945415,0.299244391373381,0.051640252687162,0.882143586507357,0.028318038041264,0.116170273121198,0.066293109571137,0.538601796717368,0.247783483612003,0.03519929738917,0.844661317071721,0.253045244407442,-0.017208116642301,0.847625240456296,0.019390922713497,0.852847330380892,0.793878111608596,0.036748103808001,0.773775186022196,0.869317438742356,0.868892395917698,0.427581834861311,0.854709025151484,0.874095769111707,0.877076953052075,0.86418104226876,0.868662402554858,0.861039223811233,0.005952753896912,-0.00598143729137,0.024889507881077,0.009898424791532,0.030450318035507,0.002202590677291,-0.017938229793367,0.023858440358702,0.033196172364147,0.017372090866348,,,,,,,,
Soft-Adap-Sig-Precision,0.04584150275198,0.036374005731735,0.082364626131441,0.066378260427748,0.041138831896765,0.955072297168394,0.003788216978146,0.060791471058727,0.102929039887246,0.138966047515496,0.327023867003047,0.079234029242186,0.927121238776003,0.191040090989617,0.053496395663619,0.935234068349292,0.085382738190649,0.933190391178124,0.945982692859822,0.210131824247189,0.352116516906474,0.875358528416319,0.847138432329876,0.32156374083233,0.869288656705129,0.886751183656335,0.89052422124701,0.874717060818901,0.87526430637243,0.865542599461979,-0.011574108116059,-0.047605291771264,0.013969239689247,-0.000228557571393,0.024888710318199,-0.021784553944158,-0.024779692836628,0.008250694731335,0.04142014516651,0.021266135391798,,,,,,,,
Soft-Adap-Sig-Recall,0.10541277325683,0.007122746374264,0.627237951969659,0.363796662266919,0.057429775418077,0.825263626644931,0.04622653167902,0.145715295365113,0.037681113635865,0.593864352371581,0.107595031148614,-0.009123027240443,0.785473670533621,0.283029475513805,-0.050415284586522,0.788267329130654,-0.037749173256957,0.795957496563379,0.713253446864601,-0.096366908537003,0.799767416442386,0.865078118077438,0.86970178899361,0.484513638286381,0.841998935902397,0.863038587397855,0.865024298049542,0.854994063382887,0.863607931369668,0.859025436782663,0.033353441701013,0.066544977184992,0.040260810268465,0.027756092495838,0.03769897569577,0.04337716951126,-0.00157234998549,0.047649546002611,0.016286821838911,0.007784048645405,,,,,,,,
Soft-Adap-Sig-AVD,-0.066164622096418,0.01482566539238,-0.598027223378067,-0.338779880568646,-0.033525121748497,-0.857995318991125,-0.034927828622895,-0.104657397322556,0.039171865833603,-0.55313341461537,-0.305703529587389,-0.004544362088883,-0.840085600292171,-0.154172549882487,0.064176302436799,-0.837696325249279,0.049291458223021,-0.854525268923541,-0.752776259566818,0.013712940964964,-0.84386924922711,-0.948242306863332,-0.954010547103696,-0.280114514818922,-0.952823164274217,-0.953359066353218,-0.954745238681901,-0.955763396846987,-0.953393757497043,-0.941048687421913,0.075753313208009,0.188394230868244,0.031776116390909,0.041924651570136,0.007926521172207,0.10561079163623,0.057132835732242,0.049500983887632,-0.054544281689785,-0.032524703380633,,,,,,,,
Soft-Adap-Sig-RVD,-0.070060725992522,0.027329827896542,-0.61066998602083,-0.338779880568646,-0.020883799107174,-0.865138176133982,-0.046785700480767,-0.104657397322556,0.06578210244384,-0.564412135894091,0.406654644187083,0.097974373978621,-0.84690026214039,-0.159541677399266,0.112405305428828,-0.843684967479532,0.135954124607992,-0.854525268923541,-0.752776259566818,0.361906691979283,-0.865080620852197,-0.988580085811499,-0.994109200612496,-0.291368163600492,-0.969149609578597,-0.973715280348507,-0.971500125284465,-0.977064527280337,-0.986917431870336,-0.993518415071398,-0.068164705041546,-0.192880559511727,-0.028086177447453,-0.040305325846749,-0.004183489582082,-0.105239143109551,-0.053071248262107,-0.056567538861976,0.061472872080016,0.034197121750689,,,,,,,,
Soft-Adap-Sig-MSE,-0.00214,-0.00062,-0.00985,-0.00596,-0.00142,-0.01201,-0.00069,-0.00287,-0.00212,-0.00954,-0.003929537259615,-0.000509314903846,-0.004773137019231,-0.002667518028846,-0.000124699519231,-0.004847506009615,-0.000416165865385,-0.0048828125,-0.004487680288462,-0.001140324519231,-0.006116784854811,-0.00618284965048,-0.006211775332081,-0.005645326264051,-0.005960587170659,-0.006269073953434,-0.006320667033293,-0.006104252250827,-0.006169941026337,-0.006032726365693,7.93796646148849E-06,0.000422227615772,-0.000362719581968,-9.57529310169369E-05,-0.000490834217609,0.000129816656243,0.000382405957471,-0.000271909192266,-0.000650394360557,-0.000348433166771,,,,,,,,
Hard-Adap-ReLU-Dice,0.008624728530684,-0.006190060309982,0.000565550819297,-0.010401035887674,0.006674130476771,-0.008202501269224,-0.00757644915906,0.000402359465103,-5.5698631052592E-05,0.005222483087975,0.016143615947617,0.007502729834808,0.048954618360067,0.008984184101681,0.030478153907129,-0.002393545415452,0.085340505280555,0.017596712988497,-0.009303306042209,0.008373792841397,0.006009210133243,0.001395042120227,0.000836856074683,0.007107724341646,-0.013610684901396,-5.36002194041485E-05,0.007871516895736,0.004469010376048,-0.001796851043245,0.001548840946271,-0.027714608602766,-0.001052035900404,0.01125447152703,0.009079792927968,-0.002092842079546,0.019958014946889,-0.000325482634975,-0.014925212859069,0.031488844735903,0.017448427561862,,,,,,,,
Hard-Adap-ReLU-Precision,0.005822094103927,0.010066043026924,-0.017623697425832,0.004495458586493,-0.001678599538949,0.004412203087986,0.001773552855903,0.013557793433944,-0.001363128720833,0.001093967599202,-0.006426783834964,-0.001258569451557,0.010323727184346,0.012337071721899,-0.007471645750661,-0.002562876956191,0.006012833668156,-0.001488527486868,0.014086373804387,0.004994772859892,-0.004743695491321,-0.005916221692788,-0.006503829667109,0.000933928059524,-0.019173650073195,0.010604707698658,0.012100984985559,-0.007108621327032,-0.002144931053158,-0.017410861060703,-0.00454915970913,-0.003494174166958,0.014191554789922,0.016041568196027,0.009458592269185,0.020526061380225,0.018061682860107,-0.014522917956029,0.049130091712125,0.040601116341661,,,,,,,,
Hard-Adap-ReLU-Recall,0.010754824222764,-0.018063629389532,0.015888735058032,-0.022517050385939,0.013705264986691,-0.01793074638158,-0.015488591372821,-0.007333089423918,0.001680442812548,0.009151551300872,0.026279332492937,0.013654895944382,0.057934684505038,-0.002412811216069,0.052286231054235,0.001878139217166,0.103988263251786,0.022752153183826,-0.027542452517859,0.005343927765151,0.015461874812031,0.008717556796868,0.008101457929755,0.012560957650388,-0.008144852855809,-0.010689925924013,0.003479506363903,0.015029617905487,-0.001112564504941,0.020289235878978,-0.061370570063694,0.004825300451601,0.005630797464222,-0.006690431268174,-0.022990818590949,0.017279570305998,-0.033607238215169,-0.011368122993787,-0.003497418548888,-0.026441880382189,,,,,,,,
Hard-Adap-ReLU-AVD,-0.004512937784431,0.020024976669497,-0.024546731201184,0.029771408416812,-0.020469035149534,0.028750837162823,0.016711529333315,0.018202659879075,-0.004354313518092,-0.013097869538549,-0.03399228794524,-0.012973233159075,-0.060429362734998,0.008084289631477,-0.051541307623845,-0.002231488261033,-0.097249055338186,-0.02887943539951,0.038993310606382,0.001216900721033,-0.013293515745836,0.003231848698512,0.000609871576484,-0.007378766049303,-0.004437795198185,-0.001038574440251,-0.002341458518291,-0.011377243971212,0.00317553296319,-0.002517939983255,-0.06495905695927,0.017171766143117,-0.014159509956376,-0.047632838569755,-0.052577042638151,-0.014846348467615,-0.075462823784868,0.027524880950865,-0.102685027817849,-0.112230524853805,,,,,,,,
Hard-Adap-ReLU-RVD,-0.005551898823392,0.027167833812354,-0.035760922415376,0.029771408416812,-0.0161061007866,0.023036551448537,0.017144879766666,0.018202659879075,-0.004354313518092,-0.008083154523834,-0.03291488572295,-0.016070806726447,-0.052519752496134,0.012833902434781,-0.061956308248084,-0.004090032401456,-0.105509251517845,-0.025575356927647,0.04291690379172,-0.002913197368797,-0.022326178594638,-0.016390463997605,-0.016776611085113,-0.013252237153777,-0.011856277762762,0.023971126070242,0.009441048547899,-0.024655749799696,-0.000806993625389,-0.043342920434585,0.081612733886672,-0.016640839676433,0.01928295035988,0.047075365779736,0.054249461008206,0.016518766837671,0.087010474435253,-0.013284254186203,0.107383727048006,0.12258359095415,,,,,,,,
Hard-Adap-ReLU-MSE,-0.00025,0.00014,6.00000000000006E-05,0.00024,-0.00017,0.0002,0.0002,-3.99999999999997E-05,2E-05,-0.00016,-9.69050480769229E-05,-7.13641826923079E-05,-0.000419170673077,-1.20192307692304E-05,-0.000298227163462,-3.00480769230803E-06,-0.000621243990385,-0.000100661057692,9.54026442307693E-05,-3.00480769230772E-05,-7.23341338488524E-05,-1.31454467773439E-05,3.71317960778028E-06,-0.000104038316376,0.000230544421138,-2.43734242964763E-05,-0.000138932987135,-4.32798424545599E-05,2.24855384048147E-05,2.42731522540657E-05,0.00027806132553,4.84254205890679E-05,-0.000212756483638,-0.000227337386469,-5.58835738630912E-05,-0.000353959962103,-0.000141778918612,0.000243333107266,-0.000698412204243,-0.000483438539155,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Dice,0.001089876680195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Precision,0.001142763308129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Recall,0.122165152256931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-AVD,0.563280468370981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-RVD,0.829719949416863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-MSE,0.000895895636704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Dice,0.925038393871899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Precision,0.581569793731364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Recall,0.501542402615757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-AVD,0.706652010983281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-RVD,0.893076023681026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-MSE,0.856006870499739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Dice,1.1E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Precision,4.33E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Recall,1.14E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-AVD,0.00031545328565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-RVD,0.000127743011131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-MSE,1.97E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Dice,0.038456110500136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Precision,0.174599841212598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Recall,0.536377815296214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
